model,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std
RandomForestRegressor,0.5685153630285649,0.00372533593149132,9.2991856147828,0.042799681327868065
GradientBoostingRegressor,0.537712242388388,0.0037801646572061323,9.625376096338297,0.03585538535051872
Ridge,0.4037139916333258,0.004410991849741484,10.931706903579851,0.021679956082533692
LinearRegression,0.40371378235918265,0.004412206249940803,10.931708691599102,0.02165565290477625
